county,dem_votes,precinct,rep_votes,total
CHEROKEE,799,DIXIE,2139,2938
CHEROKEE,419,FREEHOME,2702,3121
CHEROKEE,580,HICKORY FLAT,2320,2900
CHEROKEE,252,HIGHTOWER,1663,1915
CHEROKEE,419,HILLSIDE,1724,2143
CHEROKEE,240,HOLLY SPRINGS,1101,1341
CHEROKEE,664,KELLOGG,1961,2625
CHEROKEE,1052,LIBERTY,2979,4031
CHEROKEE,1032,LITTLE RIVER,2687,3719
CHEROKEE,393,MACEDONIA,2098,2491
CHEROKEE,359,MOUNTAIN ROAD,1568,1927
CHEROKEE,918,NEESE,2913,3831
CHEROKEE,388,OAK GROVE,1536,1924
CHEROKEE,209,R M MOORE,1558,1767
CHEROKEE,313,R T JONES,902,1215
CHEROKEE,441,ROSECREEK,2020,2461
CHEROKEE,48,SALACOA,332,380
CHEROKEE,352,SIXES,1533,1885
CHEROKEE,198,SUTALLEE,1164,1362
CHEROKEE,757,TEASLEY,3278,4035
CHEROKEE,662,TOONIGH,2782,3444
CHEROKEE,339,UNION HILL,1983,2322
CHEROKEE,487,UNIVETER,2599,3086
CHEROKEE,339,VICTORIA,1394,1733
CHEROKEE,286,WALESKA,1139,1425
CHEROKEE,347,WILDCAT,1551,1898
CHEROKEE,620,WOODLANDS,1432,2052
CLARKE,897,1A Wville Train Depot,664,1561
CLARKE,1273,1B E. Athens Baptist,825,2098
CLARKE,797,1C Barnett Shls School,608,1405
CLARKE,1100,1D Whit Davis School,829,1929
CLARKE,1593,2A Judia J. Harris Sch,289,1882
CLARKE,1969,2B Howard Stroud School,196,2165
CLARKE,1046,3A Clarke Central High,101,1147
CLARKE,1659,3B Thomas N. Lay Park,620,2279
CLARKE,510,4A Athens Transit Ctr,206,716
CLARKE,1320,4B Memorial Park,723,2043
CLARKE,1001,5A Oglethorpe School,700,1701
CLARKE,1125,5B Whitehead Rd School,566,1691
CLARKE,1014,5C Chase Street School,181,1195
CLARKE,1071,5D ACC Fleet Mgt Bldg,350,1421
CLARKE,905,6A Cleveland Rd School,849,1754
CLARKE,1307,6B Board Of Education,953,2260
CLARKE,839,6C Timothy Rd Elem Schl,881,1720
CLARKE,646,6D Firestation #4,350,996
CLARKE,837,7A Timothy Bptst Church,761,1598
CLARKE,910,7B Alps Elem. School,721,1631
CLARKE,734,7C Firestation #3,733,1467
CLARKE,1107,8A Gaines School,642,1749
CLARKE,744,8B Cedar Shls High Sch,458,1202
CLARKE,1027,8C Firestation #7,609,1636
CLAY,99,Bluffton,132,231
CLAY,183,Zetto,69,252
CLAY,219,Courthouse,47,266
CLAY,205,Old Head Start,111,316
CLAY,156,Days Cross Roads,178,334
CLAYTON,3313,ELLENWOOD,239,3552
CLAYTON,1000,FOREST PARK 1,304,1304
CLAYTON,1000,FOREST PARK 2,234,1234
CLAYTON,850,FOREST PARK 3,250,1100
CLAYTON,621,FOREST PARK 4,328,949
CLAYTON,1286,FOREST PARK 5,316,1602
CLAYTON,497,FOREST PARK 6,220,717
CLAYTON,2371,JONESBORO 1,217,2588
CLAYTON,2179,JONESBORO 2,92,2271
CLAYTON,1738,JONESBORO 3,394,2132
CLAYTON,882,JONESBORO 4,187,1069
CLAYTON,839,JONESBORO 5,329,1168
CLAYTON,696,JONESBORO 6,973,1669
CLAYTON,1465,JONESBORO 7,402,1867
CLAYTON,1634,JONESBORO 8,138,1772
CLAYTON,489,JONESBORO 9,144,633
CLAYTON,1381,JONESBORO 10,177,1558
CLAYTON,1670,JONESBORO 11,614,2284
CLAYTON,1359,JONESBORO 12,116,1475
CLAYTON,840,JONESBORO 13,195,1035
CLAYTON,1786,JONESBORO 14,987,2773
CLAYTON,1125,JONESBORO 15,148,1273
CLAYTON,978,JONESBORO 16,144,1122
CLAYTON,2259,JONESBORO 17,176,2435
CLAYTON,1401,JONESBORO 18,244,1645
CLAYTON,1175,LAKE CITY,181,1356
CLAYTON,1722,LOVEJOY 1,360,2082
CLAYTON,1482,LOVEJOY 2,198,1680
CLAYTON,2535,LOVEJOY 3,640,3175
CLAYTON,2100,LOVEJOY 4,237,2337
CLAYTON,1449,LOVEJOY 5,151,1600
CLAYTON,1364,MORROW 1,153,1517
CLAYTON,631,MORROW 2,443,1074
CLAYTON,1948,MORROW 3,365,2313
CLAYTON,790,MORROW 4,242,1032
CLAYTON,2427,MORROW 5,442,2869
CLAYTON,1287,MORROW 6,270,1557
CLAYTON,848,MORROW 7,211,1059
CLAYTON,1561,MORROW 8,112,1673
CLAYTON,650,MORROW 9,133,783
CLAYTON,1119,OAK 1,25,1144
CLAYTON,628,OAK 2,39,667
CLAYTON,1935,OAK 3,52,1987
CLAYTON,1659,OAK 4,54,1713
CLAYTON,1569,PANHANDLE 1,246,1815
CLAYTON,1106,PANHANDLE 2,545,1651
CLAYTON,1408,RIVERDALE 1,108,1516
CLAYTON,1691,RIVERDALE 2,64,1755
CLAYTON,1849,RIVERDALE 3,91,1940
CLAYTON,2047,RIVERDALE 4,224,2271
CLAYTON,1557,RIVERDALE 5,95,1652
CLAYTON,1338,RIVERDALE 6,242,1580
CLAYTON,962,RIVERDALE 7,143,1105
CLAYTON,1553,RIVERDALE 8,173,1726
CLAYTON,1362,RIVERDALE 9,152,1514
CLAYTON,1263,RIVERDALE 10,27,1290
CLAYTON,1119,RIVERDALE 11,70,1189
CLAYTON,1686,RIVERDALE 12,108,1794
CLINCH,6,Arabia,61,67
CLINCH,48,Argyle,159,207
CLINCH,73,Dupont,109,182
CLINCH,32,Fargo,126,158
CLINCH,693,Homerville,1143,1836
COBB,1226,Acworth 1A,1635,2861
COBB,941,Acworth 1B,1537,2478
COBB,1300,Acworth 1C,1218,2518
COBB,500,Addison 01,971,1471
COBB,1883,Austell 1A,551,2434
COBB,741,Bells Ferry 02,1172,1913
COBB,1123,Bells Ferry 03,2326,3449
COBB,522,Big Shanty 01,961,1483
COBB,642,Big Shanty 02,1307,1949
COBB,1133,Baker 01,1379,2512
COBB,766,Birney 01,651,1417
COBB,1198,Birney 02,1154,2352
COBB,1243,Bryant 01,73,1316
COBB,2500,Bryant 02,114,2614
COBB,558,Blackwell 01,939,1497
COBB,1995,Chattahoochee 01,881,2876
COBB,530,Cheatham Hill 02,1476,2006
COBB,912,Cheatham Hill 03,1745,2657
COBB,976,Chalker 01,1160,2136
COBB,532,Clarkdale 01,462,994
COBB,1956,Clarkdale 02,1028,2984
COBB,1955,Cooper 01,730,2685
COBB,540,Chestnut Ridge 01,1715,2255
COBB,601,Dickerson 01,1403,2004
COBB,1508,Dobbins 01,357,1865
COBB,811,Dowell 01,1316,2127
COBB,379,Dodgen 01,1083,1462
COBB,534,Durham 01,2187,2721
COBB,423,Davis 01,941,1364
COBB,556,Eastside 01,1504,2060
COBB,859,Eastside 02,2017,2876
COBB,913,Elizabeth 01,787,1700
COBB,492,Elizabeth 02,936,1428
COBB,422,Elizabeth 03,935,1357
COBB,785,Elizabeth 04,760,1545
COBB,735,Elizabeth 05,1203,1938
COBB,640,East Piedmont 01,772,1412
COBB,1530,Fair Oaks 01,660,2190
COBB,1497,Fair Oaks 02,686,2183
COBB,638,Fair Oaks 04,487,1125
COBB,477,Fair Oaks 05,306,783
COBB,733,Fullers Park 01,1588,2321
COBB,400,Ford 01,1640,2040
COBB,388,Frey 01,1139,1527
COBB,585,Garrison Mill 01,1307,1892
COBB,496,Gritters 01,950,1446
COBB,2421,Harmony-Leland 01,840,3261
COBB,372,Harrison 01,1477,1849
COBB,645,Hightower 01,1599,2244
COBB,646,Hayes 01,1949,2595
COBB,435,Kennesaw 1A,640,1075
COBB,1360,Kennesaw 2A,944,2304
COBB,848,Kennesaw 2B,1348,2196
COBB,358,Kennesaw 3A,475,833
COBB,602,Kennesaw 4A,842,1444
COBB,705,Kennesaw 5A,1336,2041
COBB,937,Kennesaw 5B,1149,2086
COBB,408,Kell 01,946,1354
COBB,309,Kemp 01,1046,1355
COBB,811,Kemp 02,1695,2506
COBB,248,Kemp 03,1128,1376
COBB,573,Lassiter 01,1778,2351
COBB,1743,Lindley 01,1134,2877
COBB,541,Lost Mountain 01,1656,2197
COBB,501,Lost Mountain 02,2322,2823
COBB,740,Lost Mountain 03,2007,2747
COBB,392,Lost Mountain 04,1308,1700
COBB,293,Lewis 01,735,1028
COBB,1696,Mableton 01,1156,2852
COBB,895,Mableton 02,555,1450
COBB,787,Mableton 03,959,1746
COBB,353,Mableton 04,702,1055
COBB,287,Mabry 01,966,1253
COBB,1415,Macland 01,773,2188
COBB,789,Murdock 01,1928,2717
COBB,848,McEachern 01,1017,1865
COBB,372,McCleskey 01,867,1239
COBB,260,McClure 01,825,1085
COBB,1191,Marietta 1A,396,1587
COBB,723,Marietta 2A,1155,1878
COBB,1624,Marietta 2B,1266,2890
COBB,1257,Marietta 3A,1177,2434
COBB,321,Marietta 4A,1244,1565
COBB,702,Marietta 4B,802,1504
COBB,618,Marietta 4C,1465,2083
COBB,766,Marietta 5A,299,1065
COBB,750,Marietta 5B,304,1054
COBB,874,Marietta 6A,272,1146
COBB,719,Marietta 6B,1092,1811
COBB,1266,Marietta 7A,313,1579
COBB,363,Mars Hill 01,1567,1930
COBB,587,Mars Hill 02,1014,1601
COBB,748,Mt Bethel 01,2163,2911
COBB,588,Mt Bethel 03,1362,1950
COBB,564,Mt Bethel 04,1573,2137
COBB,494,North Cobb 01,825,1319
COBB,1504,Nickajack 01,952,2456
COBB,1156,Norton Park 01,1178,2334
COBB,543,Nicholson 01,1051,1594
COBB,989,Oakdale 01,1309,2298
COBB,324,Oregon 01,832,1156
COBB,1275,Oregon 02,638,1913
COBB,1106,Oregon 03,673,1779
COBB,1366,Oregon 04,479,1845
COBB,1115,Oregon 05,1309,2424
COBB,1180,Oregon 06,619,1799
COBB,2294,Pebblebrook 01,559,2853
COBB,811,Powers Ferry 01,1367,2178
COBB,388,Pine Mountain 01,1624,2012
COBB,307,Pine Mountain 02,1641,1948
COBB,601,Post Oak 01,1783,2384
COBB,632,Pope 01,1444,2076
COBB,524,Palmer 01,1149,1673
COBB,1722,Powder Springs 1A,1184,2906
COBB,1278,Powder Springs 2A,339,1617
COBB,1195,Powder Springs 3A,697,1892
COBB,365,Pitner 01,823,1188
COBB,644,Rocky Mount 01,1604,2248
COBB,297,Red Rock 01,1403,1700
COBB,918,Riverside 01,88,1006
COBB,622,Roswell 01,1473,2095
COBB,756,Roswell 02,1812,2568
COBB,629,Sandy Plains 01,1117,1746
COBB,694,Shallowford Falls 01,1616,2310
COBB,383,Simpson 01,924,1307
COBB,671,Sewell Mill 01,1537,2208
COBB,1211,Sewell Mill 03,1352,2563
COBB,1433,Smyrna 1A,629,2062
COBB,901,Smyrna 2A,598,1499
COBB,843,Smyrna 2B,288,1131
COBB,1207,Smyrna 3A,849,2056
COBB,1325,Smyrna 4A,1347,2672
COBB,1215,Smyrna 5A,749,1964
COBB,1607,Smyrna 6A,1697,3304
COBB,774,Smyrna 7A,1406,2180
COBB,2105,Smyrna 7B,1996,4101
COBB,468,Sope Creek 01,1142,1610
COBB,1015,Sope Creek 02,1847,2862
COBB,469,Sope Creek 03,1397,1866
COBB,1008,Sweetwater 01,952,1960
COBB,1166,Sweetwater 02,435,1601
COBB,524,Sprayberry 01,1084,1608
COBB,1849,Terrell Mill 01,1011,2860
COBB,516,Timber Ridge 01,1309,1825
COBB,708,Tritt 01,1827,2535
COBB,451,Vaughan 01,1703,2154
COBB,500,Vinings 01,603,1103
COBB,1820,Vinings 02,1444,3264
COBB,1282,Vinings 03,1255,2537
COBB,738,Vinings 04,1567,2305
COBB,714,Wade Green 01,1227,1941
COBB,615,Wade Green 02,735,1350
COBB,552,Willeo 01,1509,2061
COFFEE,3835,Douglas,5839,9674
COFFEE,304,Ambrose,925,1229
COFFEE,70,Bridgetown,141,211
COFFEE,435,Broxton,1042,1477
COFFEE,331,Nicholls,758,1089
COFFEE,82,West Green,543,625
COLQUITT,1360,Shaw,305,1665
COLQUITT,998,Moultrie,1552,2550
COLQUITT,161,Autreyville,564,725
COLQUITT,77,Bridgecreek,589,666
COLQUITT,48,Crosland,101,149
COLQUITT,178,Doerun,234,412
COLQUITT,92,Funston,545,637
COLQUITT,74,Hamilton,351,425
COLQUITT,20,Hartsfield,230,250
COLQUITT,134,Hopewell,744,878
COLQUITT,85,Lee,465,550
COLQUITT,17,Millcreek,224,241
COLQUITT,155,Monk,666,821
COLQUITT,55,Murphy,549,604
COLQUITT,315,Norman Park,915,1230
COLQUITT,102,Robinson,407,509
COLQUITT,28,Thigpen,124,152
COLQUITT,14,Tyty,220,234
COLQUITT,60,Warrior,458,518
COLUMBIA,175,Kiokee Baptist Church,1416,1591
COLUMBIA,612,Lewis Methodist Church,1607,2219
COLUMBIA,145,Woodlawn Baptist Church,658,803
COLUMBIA,669,Patriots Park,1503,2172
COLUMBIA,283,Harlem Middle School,818,1101
COLUMBIA,449,Harlem Baptist Church,474,923
COLUMBIA,188,Bessie Thomas Center,1004,1192
COLUMBIA,334,Philadelphia Church,644,978
COLUMBIA,805,Grovetown City Hall,878,1683
COLUMBIA,627,Grovetown Methodist Church,496,1123
COLUMBIA,244,G A Apostolic Church,697,941
COLUMBIA,937,Grovetown Middle School,1006,1943
COLUMBIA,210,Eubank/Blanchard Center,585,795
COLUMBIA,329,G W Jones Center,152,481
COLUMBIA,77,Damascus Baptist Church,544,621
COLUMBIA,339,Col Cty Bd Of Edu,965,1304
COLUMBIA,217,Greenbrier High,1005,1222
COLUMBIA,529,Redeemer Church,1671,2200
COLUMBIA,239,Riverside Elementary,697,936
COLUMBIA,710,Grace Baptist Church,1205,1915
COLUMBIA,406,Christ Sanctified,1152,1558
COLUMBIA,248,Blanchard Park,839,1087
COLUMBIA,434,Mtz Col Fire Dept #4,731,1165
COLUMBIA,414,Brookwood Elementary,1017,1431
COLUMBIA,374,Marvin Methodist Church,850,1224
COLUMBIA,241,Westside Bapt Church,903,1144
COLUMBIA,173,Trinity Bapt Church,577,750
COLUMBIA,364,Abilene Baptist,978,1342
COLUMBIA,358,Augusta Christian,1026,1384
COLUMBIA,252,Stevens Creek Elem,946,1198
COLUMBIA,206,Savannah Rapids,947,1153
COLUMBIA,312,Gospel Water Branch,654,966
COLUMBIA,263,Genesis Church,1007,1270
COLUMBIA,209,Stevens Creek Church,618,827
COLUMBIA,230,Mtz Col Fire Hdqtr,511,741
COLUMBIA,333,Lakeside Middle,878,1211
COLUMBIA,334,Martinez Baptist,721,1055
COLUMBIA,278,Gold Cross EMS,1039,1317
COLUMBIA,517,Church of our Savior,928,1445
COLUMBIA,420,West Acres Baptist,1219,1639
COLUMBIA,97,Journey Comm. Church,514,611
COLUMBIA,220,Wesley Methodist,813,1033
COLUMBIA,357,Col Cty Main Library,831,1188
COLUMBIA,555,Bible Cathedral,1977,2532
COLUMBIA,392,Blue Ridge Elementary,999,1391
COLUMBIA,346,Christ The King Luth Ch,1065,1411
COOK,523,Cecil,488,1011
COOK,325,Delle Beamguard,1038,1363
COOK,347,Elm Pine,12,359
COOK,220,Lenox,526,746
COOK,77,Massee,434,511
COOK,114,New Life Bapt. Church,607,721
COOK,93,Riverbend,630,723
COOK,343,Sparks,200,543
COWETA,617,SENOIA,2139,2756
COWETA,239,MORELAND,1194,1433
COWETA,159,PINE ROAD,942,1101
COWETA,103,DRESDEN,413,516
COWETA,1129,NEWNAN,731,1860
COWETA,481,SHARPSBURG,2170,2651
COWETA,527,FISCHER ROAD,1818,2345
COWETA,519,CEDAR CREEK,2431,2950
COWETA,431,GRANTVILLE,872,1303
COWETA,231,HARALSON,983,1214
COWETA,368,WELCOME,1492,1860
COWETA,386,PANTHER CREEK,1260,1646
COWETA,241,RAYMOND,1128,1369
COWETA,469,TURIN,1614,2083
COWETA,630,SMOKEY ROAD,724,1354
COWETA,245,TURKEY CREEK,294,539
COWETA,1040,CENTRAL,293,1333
COWETA,1720,ARTS CENTRE,5011,6731
COWETA,502,GREENTOP,1093,1595
COWETA,259,EXPO CENTER,892,1151
COWETA,715,WHITE OAK,2152,2867
COWETA,621,MADRAS,1758,2379
COWETA,372,CANNONGATE,2031,2403
COWETA,386,WESTSIDE,148,534
COWETA,462,NORTHSIDE,1002,1464
COWETA,610,THOMAS CROSSROADS,2550,3160
COWETA,177,EBENEZER CHURCH ROAD,855,1032
COWETA,1529,JEFFERSON PARKWAY,1663,3192
CRAWFORD,154,1A,133,287
CRAWFORD,456,1B,244,700
CRAWFORD,574,2,566,1140
CRAWFORD,192,3,775,967
CRAWFORD,163,4,822,985
CRAWFORD,167,5,828,995
CRISP,92,Arabi,343,435
CRISP,62,Coney,507,569
CRISP,2885,Cordele,2166,5051
CRISP,73,Jamestown,702,775
CRISP,55,Listonia,464,519
DADE,139,SOUTH DADE,379,518
DADE,170,NEW SALEM,499,669
DADE,210,DAVIS,840,1050
DADE,105,NEW HOME,290,395
DADE,118,WEST BROW,563,681
DADE,345,TRENTON,1205,1550
DADE,324,NORTH DADE,695,1019
DAWSON,249,West,1193,1442
DAWSON,460,Central,3991,4451
DAWSON,532,East,3663,4195
DECATUR,57,Mt Pleasant,359,416
DECATUR,98,Recovery,342,440
DECATUR,88,Kendrick,239,327
DECATUR,193,Climax,473,666
DECATUR,186,Brinson,372,558
DECATUR,666,West Bainbridge,630,1296
DECATUR,1400,Bainbridge-Coliseum,2225,3625
DECATUR,1062,Bridge-Fairgrounds,817,1879
DECATUR,841,Attapulgus,367,1208
DEKALB,1628,ALLGOOD ELEM,180,1808
DEKALB,757,ASHFORD DUNWOODY RD,1183,1940
DEKALB,538,ASHFORD PARK ELEM,1016,1554
DEKALB,788,ASHFORD PARKSIDE,1053,1841
DEKALB,489,AUSTIN,1403,1892
DEKALB,1221,AUSTIN DRIVE,54,1275
DEKALB,1102,AVONDALE,713,1815
DEKALB,1624,AVONDALE HIGH,333,1957
DEKALB,2544,BETHUNE MIDDLE,56,2600
DEKALB,1185,BOULDERCREST RD,44,1229
DEKALB,2216,BOULEVARD,326,2542
DEKALB,1053,BRIAR VISTA ELEM,517,1570
DEKALB,679,BRIARCLIFF,665,1344
DEKALB,546,BRIARLAKE ELEM,674,1220
DEKALB,661,BRIARWOOD,641,1302
DEKALB,1097,BROCKETT,826,1923
DEKALB,772,BROCKETT ELEM,506,1278
DEKALB,729,BROOKHAVEN,1089,1818
DEKALB,2437,BROWNS MILL ELEM,82,2519
DEKALB,1504,BURGESS ELEM,179,1683
DEKALB,1214,CANBY LANE ELEM,27,1241
DEKALB,1654,CANDLER,80,1734
DEKALB,1630,CANDLER-MURPHEY CANDLER ELEM,137,1767
DEKALB,2364,CEDAR GROVE ELEM,60,2424
DEKALB,973,CEDAR GROVE MIDDLE,17,990
DEKALB,2525,CEDAR GROVE SOUTH,73,2598
DEKALB,1051,CHAMBLEE ,885,1936
DEKALB,2104,CHAPEL HILL ELEM,41,2145
DEKALB,864,CHESNUT ELEM,506,1370
DEKALB,1371,CLAIREMONT EAST,549,1920
DEKALB,1510,CLAIREMONT WEST,627,2137
DEKALB,1257,CLAIRMONT HILLS,641,1898
DEKALB,1357,CLARKSTON,189,1546
DEKALB,985,CLIFTON ELEM,31,1016
DEKALB,1739,COAN MIDDLE,203,1942
DEKALB,1337,COLUMBIA DRIVE,22,1359
DEKALB,835,COLUMBIA ELEM,13,848
DEKALB,1078,COLUMBIA MIDDLE,19,1097
DEKALB,1243,CORALWOOD,923,2166
DEKALB,1015,COVINGTON,153,1168
DEKALB,402,COVINGTON HWY LIBRARY,5,407
DEKALB,604,CROSS KEYS HIGH,589,1193
DEKALB,1734,CROSSROADS,66,1800
DEKALB,884,DORAVILLE NORTH,423,1307
DEKALB,441,DORAVILLE SOUTH,254,695
DEKALB,1047,DRESDEN ELEM,585,1632
DEKALB,991,DRUID HILLS HIGH,394,1385
DEKALB,1033,DUNAIRE ELEM,161,1194
DEKALB,838,DUNWOODY,958,1796
DEKALB,406,DUNWOODY ELEM,978,1384
DEKALB,506,DUNWOODY LIBRARY,1383,1889
DEKALB,1988,EAST LAKE ELEM,221,2209
DEKALB,669,EMBRY HILLS,623,1292
DEKALB,375,EMORY ROAD,151,526
DEKALB,1357,EMORY SOUTH,737,2094
DEKALB,2106,EPWORTH,501,2607
DEKALB,1016,EVANSDALE ELEM,777,1793
DEKALB,2552,FAIRINGTON ELEM,39,2591
DEKALB,1164,FERNBANK ELEM,505,1669
DEKALB,1176,FLAKES MILL FIRE STATION,34,1210
DEKALB,1853,FLAT ROCK ELEM,54,1907
DEKALB,1175,FLAT SHOALS,16,1191
DEKALB,1338,FLAT SHOALS ELEM,17,1355
DEKALB,1404,FLAT SHOALS LIBRARY,27,1431
DEKALB,2210,FLAT SHOALS PARKWAY,51,2261
DEKALB,1560,FREEDOM MIDDLE,172,1732
DEKALB,1133,GEORGETOWN SQUARE,1124,2257
DEKALB,918,GLENHAVEN,96,1014
DEKALB,952,GLENNWOOD,265,1217
DEKALB,971,GLENWOOD ROAD,51,1022
DEKALB,1675,GRESHAM ROAD,89,1764
DEKALB,1610,HAMBRICK ELEM,234,1844
DEKALB,926,HARRIS-MARGARET HARRIS ED,396,1322
DEKALB,2318,HARRIS-NARVIE J. HARRIS ELEM,27,2345
DEKALB,1514,HAWTHORNE ELEM,739,2253
DEKALB,102,HAWTHORNE ELEM - CHAMBLEE,79,181
DEKALB,1018,HENDERSON MILL ELEM,871,1889
DEKALB,594,HUGH HOWELL,690,1284
DEKALB,906,HUNTLEY HILLS ELEM,471,1377
DEKALB,997,IDLEWOOD ELEM,301,1298
DEKALB,874,INDIAN CREEK ELEM,130,1004
DEKALB,512,JOHNSON ESTATES,302,814
DEKALB,1225,JOLLY ELEM,113,1338
DEKALB,887,KELLEY CHAPEL ROAD,34,921
DEKALB,1699,KELLEY LAKE ELEM,29,1728
DEKALB,2702,KING-ML KING JR HIGH,41,2743
DEKALB,501,KINGSLEY ELEM,1298,1799
DEKALB,1289,KNOLLWOOD ELEM,72,1361
DEKALB,472,KITTREDGE CHAMBLEE,454,926
DEKALB,185,KITTREDGE BROOKHAVEN,269,454
DEKALB,1100,LAKESIDE HIGH,1121,2221
DEKALB,873,LAVISTA,586,1459
DEKALB,719,LAVISTA ROAD,503,1222
DEKALB,1321,LIN-MARY LIN ELEM,493,1814
DEKALB,679,LITHONIA,48,727
DEKALB,1779,LITHONIA HIGH,22,1801
DEKALB,431,LIVSEY ELEM,590,1021
DEKALB,2452,MARBUT ELEM,26,2478
DEKALB,1893,MATHIS-BOB MATHIS ELEM,83,1976
DEKALB,967,MCLENDON,295,1262
DEKALB,1049,MCNAIR ACADEMY,53,1102
DEKALB,1947,MCNAIR HIGH,156,2103
DEKALB,1341,MCNAIR MIDDLE,45,1386
DEKALB,1317,MCWILLIAMS,18,1335
DEKALB,1929,MEADOWVIEW ELEM,76,2005
DEKALB,990,MEDLOCK ELEM,458,1448
DEKALB,1408,MEMORIAL NORTH,189,1597
DEKALB,833,MEMORIAL SOUTH,78,911
DEKALB,1417,METROPOLITAN,157,1574
DEKALB,570,MIDVALE ELEM,908,1478
DEKALB,1064,MIDVALE ROAD,724,1788
DEKALB,1358,MIDWAY ELEM,131,1489
DEKALB,1880,MILLER-ELDRIDGE L. MILLER ELEM,91,1971
DEKALB,1577,MILLER GROVE HIGH,18,1595
DEKALB,2060,MILLER GROVE MIDDLE,26,2086
DEKALB,1462,MILLER GROVE ROAD,32,1494
DEKALB,903,MONTCLAIR ELEM,302,1205
DEKALB,1001,MONTGOMERY ELEM,1689,2690
DEKALB,638,MONTREAL,400,1038
DEKALB,512,MT. VERNON EAST,1402,1914
DEKALB,554,MT. VERNON WEST,967,1521
DEKALB,690,NORTH DECATUR,211,901
DEKALB,1097,NORTH HAIRSTON,161,1258
DEKALB,582,NORTH PEACHTREE,433,1015
DEKALB,524,NORTHLAKE,472,996
DEKALB,760,OAK GROVE ELEM,732,1492
DEKALB,2796,OAK VIEW ELEM,41,2837
DEKALB,516,OAKCLIFF ELEM,278,794
DEKALB,1664,OAKHURST,282,1946
DEKALB,869,PANOLA,43,912
DEKALB,1149,PANOLA ROAD,17,1166
DEKALB,1069,PANOLA WAY ELEM,27,1096
DEKALB,1066,PEACHCREST ELEM,107,1173
DEKALB,1119,PEACHTREE MIDDLE,638,1757
DEKALB,323,PINE LAKE,63,386
DEKALB,850,PINEY GROVE,40,890
DEKALB,1440,PLEASANTDALE ELEM,383,1823
DEKALB,1159,PONCE DE LEON,279,1438
DEKALB,1315,PRINCETON ELEM,61,1376
DEKALB,2321,RAINBOW ELEM,77,2398
DEKALB,1768,REDAN ELEM,45,1813
DEKALB,1463,REDAN MIDDLE,75,1538
DEKALB,1598,REDAN ROAD,49,1647
DEKALB,2206,REDAN-TROTTI LIBRARY,41,2247
DEKALB,793,REHOBOTH,505,1298
DEKALB,902,RENFROE MIDDLE,160,1062
DEKALB,1580,ROCK CHAPEL ELEM,37,1617
DEKALB,1904,ROCK CHAPEL ROAD,164,2068
DEKALB,1624,ROCKBRIDGE ELEM,144,1768
DEKALB,2207,ROCKBRIDGE ROAD,93,2300
DEKALB,1678,ROWLAND ELEM,93,1771
DEKALB,1084,ROWLAND ROAD,125,1209
DEKALB,1033,SAGAMORE HILLS ELEM,1037,2070
DEKALB,2217,SALEM MIDDLE,56,2273
