,DISTRICT,income,race,Precinct Description,Precinct,registered_v,rep_votes,dem_votes,total,rep_p,dem_p,_merge
465,12110F,40447.8169444,black,10F,10F,897.0,12.0,472.0,486.0,0.0,0.0,both
466,12103S,35997.0000039,black,03S,03S,583.0,4.0,230.0,237.0,0.0,0.0,both
467,12109D,26088.6688216,black,09D,09D,1612.0,7.0,630.0,642.0,0.0,0.0,both
468,12103C,39291.3838513,black,03C,03C,1300.0,7.0,500.0,507.0,0.0,0.0,both
469,12103H,35997.0000251,black,03H,03H,798.0,4.0,245.0,251.0,0.0,0.0,both
470,067OR03,56990.6482891,,OREGON 03,OREGON 03,2528.0,408.0,633.0,1074.0,0.0,0.0,both
471,067MR2A,89297.6799139,white,MARIETTA 2A,MARIETTA 2A,1840.0,822.0,350.0,1198.0,0.0,0.0,both
472,067NP01,78399.9406555,,NORTON PARK 01,NORTON PARK 01,3287.0,806.0,710.0,1577.0,0.0,0.0,both
473,067FO01,59273.0004728,,FAIR OAKS 01,FAIR OAKS 01,2864.0,438.0,934.0,1406.0,0.0,0.0,both
474,067LA01,135333.297273,white,LASSITER 01,,,,,,,,left_only
475,067KL01,90600.0000324,white,KELL 01,KELL 01,1666.0,626.0,275.0,947.0,0.0,0.0,both
476,067RM01,107844.870771,white,ROCKY MOUNT 01,,,,,,,,left_only
477,067EA02,103993.958473,white,EASTSIDE 02,EASTSIDE 02,3489.0,1560.0,688.0,2328.0,0.0,0.0,both
478,067SO01,128431.999861,white,SOPE CREEK 01,SOPE CREEK 01,1952.0,910.0,386.0,1337.0,0.0,0.0,both
479,067FO02,52712.4392107,,FAIR OAKS 02,FAIR OAKS 02,3196.0,449.0,804.0,1292.0,0.0,0.0,both
480,067FO04,44912.2795331,,FAIR OAKS 04,FAIR OAKS 04,1714.0,321.0,345.0,687.0,0.0,0.0,both
481,067MR2B,65711.1799342,,MARIETTA 2B,MARIETTA 2B,3404.0,939.0,790.0,1775.0,0.0,0.0,both
482,067BF02,88512.9901919,white,BELLS FERRY 02,BELLS FERRY 02,2438.0,795.0,468.0,1314.0,0.0,0.0,both
483,067BW01,92280.8493667,white,BLACKWELL 01,BLACKWELL 01,2061.0,661.0,405.0,1110.0,0.0,0.0,both
484,067GT01,86430.0564448,white,GRITTERS 01,GRITTERS 01,3289.0,1123.0,588.0,1779.0,0.0,0.0,both
485,067MK01,102494.999956,white,MCCLESKEY 01,MCCLESKEY 01,1520.0,626.0,283.0,940.0,0.0,0.0,both
486,067NS01,98730.8242133,white,NICHOLSON 01,NICHOLSON 01,2075.0,709.0,356.0,1106.0,0.0,0.0,both
487,067AD01,96407.00754,white,ADDISON 01,ADDISON 01,1919.0,731.0,379.0,1145.0,0.0,0.0,both
488,067SI01,123586.000049,white,SIMPSON 01,SIMPSON 01,1629.0,652.0,272.0,938.0,0.0,0.0,both
489,067MR6A,58686.2957434,white,MARIETTA 6A,MARIETTA 6A,1852.0,200.0,422.0,644.0,0.0,0.0,both
490,067MR5B,71131.401242,white,MARIETTA 5B,MARIETTA 5B,1919.0,172.0,447.0,636.0,0.0,0.0,both
491,067HY01,93193.9643763,white,HAYES 01,HAYES 01,3296.0,1387.0,461.0,1892.0,0.0,0.0,both
492,067PM02,86939.8596807,white,PINE MOUNTAIN 02,PINE MOUNTAIN 02,2392.0,1272.0,232.0,1523.0,0.0,0.0,both
493,067CH02,96504.704698,white,CHEATHAM HILL 02,CHEATHAM HILL 02,2487.0,1013.0,394.0,1455.0,0.0,0.0,both
494,067PF01,72146.5837328,white,POWERS FERRY 01,POWERS FERRY 01,2812.0,892.0,543.0,1502.0,0.0,0.0,both
495,12108E,269010.312053,white,08E,08E,2262.0,999.0,511.0,1525.0,0.0,0.0,both
496,067VG04,126661.805272,white,VININGS 04,VININGS 04,2850.0,1172.0,525.0,1727.0,0.0,0.0,both
497,067MR7A,45574.9659184,,MARIETTA 7A,MARIETTA 7A,2775.0,180.0,553.0,760.0,0.0,0.0,both
498,067FO05,40611.7386728,,FAIR OAKS 05,FAIR OAKS 05,1373.0,190.0,235.0,440.0,0.0,0.0,both
499,067MR1A,44243.5740626,,MARIETTA 1A,MARIETTA 1A,2609.0,299.0,522.0,853.0,0.0,0.0,both
500,067DI01,48433.5654379,,DOBBINS 01,DOBBINS 01,3008.0,206.0,652.0,885.0,0.0,0.0,both
501,067SN5A,49751.0936112,,SMYRNA 5A,SMYRNA 5A,2782.0,467.0,729.0,1245.0,0.0,0.0,both
502,067SN3A,57525.2561464,,SMYRNA 3A,SMYRNA 3A,2948.0,577.0,772.0,1395.0,0.0,0.0,both
503,067MR4C,74968.78785,white,MARIETTA 4C,MARIETTA 4C,2283.0,984.0,444.0,1454.0,0.0,0.0,both
504,067KE3A,75715.0304655,white,KENNESAW 3A,KENNESAW 3A,4130.0,692.0,906.0,1660.0,0.0,0.0,both
505,067MR4A,83951.0,white,MARIETTA 4A,MARIETTA 4A,1620.0,892.0,251.0,1163.0,0.0,0.0,both
506,067MR5A,54417.3046791,,MARIETTA 5A,MARIETTA 5A,1814.0,194.0,560.0,770.0,0.0,0.0,both
507,067SN7A,99052.1272221,white,SMYRNA 7A,SMYRNA 7A,3533.0,1217.0,884.0,2167.0,0.0,0.0,both
508,067SN4A,88558.9035795,white,SMYRNA 4A,SMYRNA 4A,3587.0,950.0,917.0,1911.0,0.0,0.0,both
509,067EP01,64825.2446372,white,EAST PIEDMONT 01,EAST PIEDMONT 01,1904.0,493.0,404.0,925.0,0.0,0.0,both
510,067KE1A,77015.5050269,white,KENNESAW 1A,KENNESAW 1A,1800.0,466.0,303.0,795.0,0.0,0.0,both
511,067BG01,69130.7263802,white,BIG SHANTY 01,BIG SHANTY 01,2134.0,628.0,300.0,966.0,0.0,0.0,both
512,067MR4B,65071.6983488,white,MARIETTA 4B,MARIETTA 4B,1516.0,445.0,304.0,772.0,0.0,0.0,both
513,067EL01,68561.6172113,white,ELIZABETH 01,ELIZABETH 01,2772.0,455.0,527.0,1010.0,0.0,0.0,both
514,067PM01,114203.499666,white,PINE MOUNTAIN 01,PINE MOUNTAIN 01,2632.0,1172.0,321.0,1519.0,0.0,0.0,both
515,067KE2A,85698.9271015,white,KENNESAW 2A,KENNESAW 2A,2922.0,848.0,519.0,1432.0,0.0,0.0,both
516,067MS02,98446.0335185,white,MARS HILL 02,MARS HILL 02,2192.0,684.0,367.0,1090.0,0.0,0.0,both
517,067AC1C,79031.1637163,white,ACWORTH 1C,ACWORTH 1C,3568.0,670.0,798.0,1522.0,0.0,0.0,both
518,067KE4A,77266.2969222,white,KENNESAW 4A,KENNESAW 4A,2832.0,746.0,551.0,1361.0,0.0,0.0,both
519,067KE5A,79632.8809973,white,KENNESAW 5A,KENNESAW 5A,4459.0,1306.0,942.0,2313.0,0.0,0.0,both
520,067BK01,83133.409111,white,BAKER 01,BAKER 01,3456.0,818.0,691.0,1554.0,0.0,0.0,both
521,067OK01,114410.028123,white,OAKDALE 01,OAKDALE 01,3000.0,869.0,723.0,1629.0,0.0,0.0,both
522,067NJ01,96528.8662411,white,NICKAJACK 01,NICKAJACK 01,3515.0,497.0,946.0,1480.0,0.0,0.0,both
523,067SN6A,117261.09756,white,SMYRNA 6A,SMYRNA 6A,4267.0,1182.0,1105.0,2351.0,0.0,0.0,both
524,067VG03,101153.096721,white,VININGS 03,VININGS 03,3423.0,815.0,846.0,1703.0,0.0,0.0,both
525,067VG02,85128.5831797,,VININGS 02,VININGS 02,4691.0,864.0,1064.0,1973.0,0.0,0.0,both
526,067SN2A,63168.5304485,,SMYRNA 2A,SMYRNA 2A,3663.0,507.0,1041.0,1587.0,0.0,0.0,both
527,067SN1A,62805.5286894,,SMYRNA 1A,SMYRNA 1A,2931.0,363.0,814.0,1214.0,0.0,0.0,both
528,067MR6B,84439.8843064,white,MARIETTA 6B,MARIETTA 6B,2236.0,748.0,492.0,1268.0,0.0,0.0,both
529,067EL02,71124.8854385,white,ELIZABETH 02,ELIZABETH 02,1852.0,688.0,341.0,1065.0,0.0,0.0,both
530,067EL04,69450.4283272,white,ELIZABETH 04,ELIZABETH 04,2135.0,513.0,483.0,1034.0,0.0,0.0,both
531,067SM03,77698.3457055,white,SEWELL MILL 03,SEWELL MILL 03,3646.0,889.0,772.0,1716.0,0.0,0.0,both
532,067EL03,100849.673996,white,ELIZABETH 03,ELIZABETH 03,2389.0,989.0,431.0,1480.0,0.0,0.0,both
533,067EL05,107569.000056,white,ELIZABETH 05,ELIZABETH 05,2487.0,852.0,521.0,1431.0,0.0,0.0,both
534,089SM,67964.3714773,black,SALEM MIDDLE,SALEM MIDDLE,2738.0,53.0,1590.0,1649.0,0.0,0.0,both
535,089MV,79162.9997618,black,MILLER GROVE ROAD,MILLER GROVE ROAD,1797.0,46.0,1054.0,1103.0,0.0,0.0,both
536,089CC,37708.5424923,black,COLUMBIA ELEM,COLUMBIA ELEM,1213.0,9.0,489.0,506.0,0.0,0.0,both
537,089FL,53082.3465227,black,FLAT SHOALS LIBRARY,FLAT SHOALS LIBRARY,1956.0,19.0,838.0,866.0,0.0,0.0,both
538,089CM,48321.456227,black,COLUMBIA MIDDLE,COLUMBIA MIDDLE,1621.0,19.0,611.0,638.0,0.0,0.0,both
539,089TC,31018.0001088,black,TONEY ELEM,TONEY ELEM,1343.0,19.0,687.0,710.0,0.0,0.0,both
540,089KE,58064.2778009,black,KNOLLWOOD,,,,,,,,left_only
541,089WA,39815.870019,black,WADSWORTH,,,,,,,,left_only
542,089SG,49201.5433753,black,SNAPFINGER ELEM,SNAPFINGER ELEM,1535.0,28.0,907.0,941.0,0.0,0.0,both
543,13566,43949.9557506,hispanic,PINCKNEYVILLE O,PINCKNEYVILLE O,2411.0,231.0,609.0,861.0,0.0,0.0,both
544,13538,48601.4434474,hispanic,PINCKNEYVILLE F,PINCKNEYVILLE F,1409.0,179.0,257.0,452.0,0.0,0.0,both
545,13559,46957.0349528,,PINCKNEYVILLE N,PINCKNEYVILLE N,1930.0,205.0,664.0,889.0,0.0,0.0,both
546,089NC,60236.9999293,black,NORTH HAIRSTON,NORTH HAIRSTON,1663.0,106.0,668.0,787.0,0.0,0.0,both
547,089BF,58317.6675457,,BROCKETT ELEM,BROCKETT ELEM,2133.0,449.0,667.0,1155.0,0.0,0.0,both
548,13584,80120.3323567,,LAWRENCEVILLE G,LAWRENCEVILLE G,2082.0,310.0,585.0,916.0,0.0,0.0,both
549,135150,33750.9787657,,DULUTH K,DULUTH K,1798.0,123.0,409.0,533.0,0.0,0.0,both
550,13548,72921.5412114,,DULUTH B,DULUTH B,2623.0,765.0,465.0,1274.0,0.0,0.0,both
551,13596,110492.900219,,DULUTH G,DULUTH G,2277.0,755.0,409.0,1208.0,0.0,0.0,both
552,13572,44527.0956843,,MARTINS E,MARTINS E,4295.0,145.0,1075.0,1244.0,0.0,0.0,both
553,13595,80415.67377,,DULUTH F,DULUTH F,3319.0,314.0,759.0,1089.0,0.0,0.0,both
554,135138,104633.557229,,DULUTH I,DULUTH I,3292.0,1144.0,464.0,1628.0,0.0,0.0,both
555,121JC01,145436.99994,,JC01,JC01,3829.0,987.0,686.0,1687.0,0.0,0.0,both
556,1357,98014.0090971,white,DULUTH A,DULUTH A,3545.0,998.0,743.0,1796.0,0.0,0.0,both
557,089MN,41417.7465845,black,MEMORIAL SOUTH,MEMORIAL SOUTH,1454.0,54.0,463.0,528.0,0.0,0.0,both
558,089MM,43097.1164635,black,MEMORIAL NORTH,MEMORIAL NORTH,2360.0,144.0,780.0,944.0,0.0,0.0,both
559,089WB,56502.0,black,WESLEY CHAPEL LIBRARY,WESLEY CHAPEL LIBRARY,2485.0,46.0,1491.0,1542.0,0.0,0.0,both
560,089SS,60566.2389816,black,SNAPFINGER ROAD S,,,,,,,,left_only
561,089MF,65251.9999564,black,MCWILLIAMS,MCWILLIAMS,1702.0,35.0,943.0,986.0,0.0,0.0,both
562,089MI,47983.0366455,black,MILLER GROVE,,,,,,,,left_only
563,089BM,53747.6837004,black,BETHUNE MIDDLE,BETHUNE MIDDLE,3394.0,54.0,1642.0,1703.0,0.0,0.0,both
564,089SD,71286.1437994,black,STONE MOUNTAIN ELEM,STONE MOUNTAIN ELEM,1857.0,345.0,714.0,1081.0,0.0,0.0,both
565,089WN,73882.004222,black,WYNBROOKE ELEM,WYNBROOKE ELEM,2688.0,110.0,1503.0,1629.0,0.0,0.0,both
566,089ST,77019.3781422,black,STEPHENSON MIDDLE,STEPHENSON MIDDLE,2797.0,102.0,1433.0,1547.0,0.0,0.0,both
567,089SO,76661.6416358,black,SOUTH DESHON,SOUTH DESHON,2643.0,51.0,1307.0,1366.0,0.0,0.0,both
568,13564,68808.0899946,black,GARNERS D,GARNERS D,2389.0,417.0,885.0,1326.0,0.0,0.0,both
569,089VB,47316.0002603,,VALLEY BROOK,VALLEY BROOK,717.0,115.0,276.0,411.0,0.0,0.0,both
570,089SC,53268.7732685,black,SHAW-ROBERT SHAW ELEM,SHAW-ROBERT SHAW ELEM,2794.0,182.0,1061.0,1274.0,0.0,0.0,both
571,089CT,27600.0000297,black,COVINGTON HWY,,,,,,,,left_only
572,089RG,35326.7998836,black,ROWLAND ELEM,ROWLAND ELEM,2686.0,84.0,1003.0,1100.0,0.0,0.0,both
573,089DE,58731.7910895,black,DUNAIRE ELEM,DUNAIRE ELEM,1572.0,114.0,674.0,800.0,0.0,0.0,both
574,089AA,63471.9998234,black,ALLGOOD ELEM,ALLGOOD ELEM,2163.0,136.0,1064.0,1216.0,0.0,0.0,both
575,089IB,37167.245448,black,INDIAN CREEK ELEM,INDIAN CREEK ELEM,1583.0,78.0,515.0,606.0,0.0,0.0,both
576,089CK,37306.7694379,black,CLARKSTON,CLARKSTON,2332.0,158.0,807.0,986.0,0.0,0.0,both
577,13510,93438.5673772,white,CATES A,CATES A,1934.0,713.0,332.0,1068.0,0.0,0.0,both
578,13581,70051.9971414,,CATES L,CATES L,3141.0,845.0,741.0,1635.0,0.0,0.0,both
579,135156,80793.2614533,,BAYCREEK J,BAYCREEK J,3138.0,777.0,861.0,1666.0,0.0,0.0,both
580,13541,78720.2706164,,BAYCREEK B,BAYCREEK B,3894.0,794.0,1171.0,1997.0,0.0,0.0,both
581,135134,76728.0000797,white,BAYCREEK F,BAYCREEK F,2899.0,727.0,766.0,1523.0,0.0,0.0,both
582,13594,101025.320875,white,CATES N,CATES N,2123.0,937.0,298.0,1259.0,0.0,0.0,both
583,1355,89086.6851566,white,BAYCREEK A,BAYCREEK A,2249.0,868.0,470.0,1361.0,0.0,0.0,both
584,13586,48606.0125066,,MARTINS F,MARTINS F,1799.0,213.0,434.0,663.0,0.0,0.0,both
585,13534,58238.2312173,,BERKSHIRE F,BERKSHIRE F,1459.0,299.0,298.0,621.0,0.0,0.0,both
586,135119,82742.4891836,white,BERKSHIRE O,BERKSHIRE O,2077.0,831.0,386.0,1260.0,0.0,0.0,both
587,13519,59659.7987336,,MARTINS C,MARTINS C,1839.0,479.0,422.0,929.0,0.0,0.0,both
588,13543,52116.1756184,,MARTINS D,MARTINS D,1461.0,113.0,397.0,520.0,0.0,0.0,both
589,135116,62145.012094,,MARTINS I,MARTINS I,2518.0,283.0,673.0,976.0,0.0,0.0,both
590,135117,47118.6057567,,MARTINS J,MARTINS J,2771.0,224.0,714.0,967.0,0.0,0.0,both
591,13588,56859.2083175,black,ROCKBRIDGE E,ROCKBRIDGE E,3133.0,430.0,1064.0,1535.0,0.0,0.0,both
592,121SS12,124374.241597,white,SS12,SS12,2178.0,712.0,488.0,1209.0,0.0,0.0,both
593,121SS07C,108524.999954,white,SS07C,SS07C,636.0,182.0,112.0,299.0,0.0,0.0,both
594,121SS07B,108524.999331,white,SS07B,SS07B,402.0,111.0,73.0,192.0,0.0,0.0,both
595,121SS07A,84328.9999613,white,SS07A,SS07A,803.0,318.0,146.0,467.0,0.0,0.0,both
596,121SS08B,108524.991486,white,SS08B,SS08B,563.0,206.0,104.0,312.0,0.0,0.0,both
597,121SS02B,90477.0,white,SS02B,SS02B,1054.0,121.0,267.0,396.0,0.0,0.0,both
598,121SS08C,84329.0001405,white,SS08C,SS08C,526.0,96.0,118.0,219.0,0.0,0.0,both
599,121SS04,74517.0043037,,SS04,SS04,2496.0,485.0,576.0,1084.0,0.0,0.0,both
600,121SS08A,108525.000018,white,SS08A,SS08A,845.0,149.0,208.0,367.0,0.0,0.0,both
601,121SS08D,108525.020545,white,SS08D,SS08D,889.0,172.0,214.0,390.0,0.0,0.0,both
602,121SS29A,103129.00006,,SS29A,SS29A,2374.0,546.0,485.0,1054.0,0.0,0.0,both
603,089LC,91469.3933821,,LAVISTA,LAVISTA,2108.0,351.0,574.0,954.0,0.0,0.0,both
604,12106J,45081.057745,,06J,06J,2310.0,295.0,940.0,1257.0,0.0,0.0,both
605,12106E,72178.7174635,white,06E,06E,1869.0,183.0,607.0,799.0,0.0,0.0,both
606,12106Q,74875.0001423,white,06Q,06Q,422.0,14.0,98.0,113.0,0.0,0.0,both
607,12106S,59200.5701212,white,06S,06S,2935.0,464.0,1300.0,1786.0,0.0,0.0,both
608,12106H,59582.2674532,white,06H,06H,1530.0,297.0,650.0,963.0,0.0,0.0,both
609,12106D,71373.3689554,white,06D,06D,2611.0,299.0,816.0,1141.0,0.0,0.0,both
610,089MB,66331.6333265,black,MCNAIR HIGH,MCNAIR HIGH,2893.0,84.0,1300.0,1400.0,0.0,0.0,both
611,089LH,55563.9999656,black,LITHONIA HIGH,LITHONIA HIGH,2379.0,27.0,1088.0,1127.0,0.0,0.0,both
612,089RH,49647.55742,black,REDAN-TROTTI LIBRARY,REDAN-TROTTI LIBRARY,2928.0,52.0,1418.0,1478.0,0.0,0.0,both
613,089WD,56197.9405044,black,WOODROW ROAD,WOODROW ROAD,4622.0,113.0,1957.0,2083.0,0.0,0.0,both
614,089LD,48247.0,black,LITHONIA,LITHONIA,1018.0,37.0,380.0,424.0,0.0,0.0,both
615,089SL,43697.5894288,black,STONEVIEW ELEM,STONEVIEW ELEM,1317.0,25.0,494.0,523.0,0.0,0.0,both
616,089PC,72649.0000008,black,PRINCETON ELEM,PRINCETON ELEM,1709.0,43.0,856.0,909.0,0.0,0.0,both
617,089RC,72655.0937844,black,REDAN ELEM,REDAN ELEM,2306.0,44.0,1199.0,1251.0,0.0,0.0,both
618,089SV,72877.0000043,black,STEPHENSON HIGH,STEPHENSON HIGH,2677.0,81.0,1347.0,1439.0,0.0,0.0,both
619,12108L,87289.0007578,white,08L,08L,2982.0,528.0,772.0,1326.0,0.0,0.0,both
620,12102W,87766.0,white,02W,02W,378.0,20.0,100.0,122.0,0.0,0.0,both
621,12103F,86784.2560239,white,03F,03F,1463.0,99.0,388.0,504.0,0.0,0.0,both
622,12102A,46303.0001382,white,02A,02A,3102.0,310.0,974.0,1309.0,0.0,0.0,both
623,12106R,37734.6990054,hispanic,06R,06R,1473.0,197.0,606.0,811.0,0.0,0.0,both
624,12106N,109896.950179,white,06N,06N,1754.0,336.0,448.0,795.0,0.0,0.0,both
625,12106L2,87766.0000903,white,06L2,06L2,612.0,136.0,245.0,385.0,0.0,0.0,both
626,12102S,57249.8912256,,02S,02S,620.0,11.0,229.0,246.0,0.0,0.0,both
627,12105J,42941.585985,black,05J,05J,468.0,30.0,211.0,244.0,0.0,0.0,both
628,12101I,34378.0001593,black,01I,,,,,,,,left_only
629,12102B,57686.6943556,,02B,02B,2871.0,98.0,648.0,756.0,0.0,0.0,both
630,12105C,34376.6748439,black,05C,,,,,,,,left_only
631,12105K,30532.5617551,black,05K,05K,1806.0,32.0,538.0,578.0,0.0,0.0,both
632,12105D,52260.4903887,,05D,05D,243.0,2.0,36.0,38.0,0.0,0.0,both
633,12105F,29512.0,white,05F,05F,12.0,1.0,2.0,4.0,0.0,0.0,both
634,12102L2,100864.999874,white,02L2,02L2,861.0,90.0,251.0,347.0,0.0,0.0,both
635,12102C,29512.0016958,white,02C,02C,1573.0,55.0,577.0,645.0,0.0,0.0,both
636,12102L1,45188.9725985,hispanic,02L1,02L1,4462.0,308.0,1338.0,1689.0,0.0,0.0,both
637,12102K,42950.0,,02K,02K,1206.0,83.0,441.0,541.0,0.0,0.0,both
638,12108P,67895.2872147,white,08P,08P,1062.0,123.0,312.0,442.0,0.0,0.0,both
639,12108K,138803.068553,white,08K,08K,885.0,193.0,188.0,389.0,0.0,0.0,both
640,089CP,57954.9855647,black,CROSSROADS,CROSSROADS,2285.0,62.0,1189.0,1258.0,0.0,0.0,both
641,089FA,48858.0000259,black,FAIRINGTON ELEM,FAIRINGTON ELEM,3536.0,48.0,1440.0,1498.0,0.0,0.0,both
642,089PR,39873.7596373,black,PANOLA ROAD,PANOLA ROAD,1561.0,9.0,370.0,380.0,0.0,0.0,both
643,089PI,65558.0327844,black,PANOLA WAY ELEM,PANOLA WAY ELEM,1542.0,25.0,592.0,624.0,0.0,0.0,both
644,089YA,65615.1257733,black,YOUNG ROAD,YOUNG ROAD,1493.0,36.0,870.0,913.0,0.0,0.0,both
645,089RM,50272.9792647,black,REDAN MIDDLE,REDAN MIDDLE,1932.0,65.0,964.0,1037.0,0.0,0.0,both
646,089MC,55545.1416782,black,MARBUT ELEM,MARBUT ELEM,3243.0,27.0,1461.0,1502.0,0.0,0.0,both
647,089RK,55080.0000084,black,REDAN ROAD,REDAN ROAD,2131.0,44.0,1020.0,1076.0,0.0,0.0,both
648,089WG,51184.0000336,black,WOODRIDGE ELEM,WOODRIDGE ELEM,2684.0,84.0,1284.0,1388.0,0.0,0.0,both
649,089RJ,63090.4975492,black,ROWLAND ROAD,ROWLAND ROAD,1567.0,99.0,754.0,857.0,0.0,0.0,both
650,089WK,47216.0000308,black,WHITE OAK,WHITE OAK,2143.0,27.0,829.0,867.0,0.0,0.0,both
651,089FM,56095.4040655,black,FREEDOM MIDDLE,FREEDOM MIDDLE,2282.0,135.0,993.0,1138.0,0.0,0.0,both
652,089PE,42070.0496019,black,PINE LAKE,PINE LAKE,478.0,42.0,261.0,305.0,0.0,0.0,both
653,089HA,50233.8643098,black,HAMBRICK ELEM,HAMBRICK ELEM,2536.0,167.0,1003.0,1193.0,0.0,0.0,both
654,089RE,41197.1690337,black,ROCKBRIDGE,,,,,,,,left_only
655,089SJ,36927.3545,black,STONE MILL ELEM,STONE MILL ELEM,2442.0,51.0,631.0,691.0,0.0,0.0,both
656,089MA,61031.4152713,black,MILLER-ELDRIDGE L MILLER ELEM,,,,,,,,left_only
657,13545,73877.0920981,black,GARNERS B,GARNERS B,2418.0,624.0,774.0,1426.0,0.0,0.0,both
658,13532,97661.8156498,white,BERKSHIRE D,BERKSHIRE D,2230.0,813.0,455.0,1303.0,0.0,0.0,both
659,13511,48747.0001917,,BERKSHIRE A,BERKSHIRE A,1680.0,269.0,394.0,681.0,0.0,0.0,both
660,135120,60881.664558,,BERKSHIRE P,BERKSHIRE P,968.0,231.0,227.0,472.0,0.0,0.0,both
661,135109,98089.3071449,white,BERKSHIRE M,BERKSHIRE M,1337.0,497.0,252.0,767.0,0.0,0.0,both
662,13574,45760.9254793,,PINCKNEYVILLE Q,PINCKNEYVILLE Q,1281.0,73.0,402.0,487.0,0.0,0.0,both
663,135103,51231.4140089,,BERKSHIRE L,BERKSHIRE L,2234.0,288.0,559.0,875.0,0.0,0.0,both
664,135118,82412.7626273,white,GARNERS F,GARNERS F,1272.0,466.0,252.0,733.0,0.0,0.0,both
665,135112,77794.2471374,white,BERKSHIRE N,BERKSHIRE N,2516.0,1032.0,512.0,1577.0,0.0,0.0,both
666,13533,91737.9999169,white,BERKSHIRE E,BERKSHIRE E,1608.0,616.0,315.0,947.0,0.0,0.0,both
667,13592,101415.695334,white,BERKSHIRE J,BERKSHIRE J,2293.0,875.0,466.0,1384.0,0.0,0.0,both
668,13549,80846.954552,white,GARNERS C,GARNERS C,1499.0,417.0,310.0,761.0,0.0,0.0,both
669,13514,106134.001048,white,GARNERS A,GARNERS A,2870.0,1114.0,529.0,1695.0,0.0,0.0,both
670,089FB,198544.827023,white,FERNBANK ELEM,FERNBANK ELEM,2029.0,354.0,1067.0,1443.0,0.0,0.0,both
671,089EG,119116.973185,white,EMORY SOUTH,EMORY SOUTH,2939.0,420.0,1006.0,1451.0,0.0,0.0,both
672,089JA,36435.5899204,white,JOHNSON ESTATES,JOHNSON ESTATES,1018.0,203.0,450.0,664.0,0.0,0.0,both
673,089BC,88264.1679836,white,BRIAR VISTA ELEM,BRIAR VISTA ELEM,2355.0,326.0,765.0,1124.0,0.0,0.0,both
674,089DH,134869.307608,white,DRUID HILLS HIGH,DRUID HILLS HIGH,2042.0,291.0,809.0,1120.0,0.0,0.0,both
675,089ER,61829.8290046,white,EMORY ROAD,EMORY ROAD,875.0,94.0,282.0,381.0,0.0,0.0,both
676,089LB,75148.8796866,white,LAVISTA ROAD,LAVISTA ROAD,1752.0,353.0,612.0,995.0,0.0,0.0,both
677,089SI,44447.773362,black,STN MTN MIDDLE,,,,,,,,left_only
678,089TF,96314.9255889,white,TUCKER,TUCKER,2462.0,773.0,709.0,1544.0,0.0,0.0,both
679,089HG,86195.7687577,,HUGH HOWELL,HUGH HOWELL,1482.0,513.0,492.0,1024.0,0.0,0.0,both
680,089SH,117152.875737,white,SMOKE RISE,,,,,,,,left_only
681,13512,60552.4691547,,BERKSHIRE B,BERKSHIRE B,3567.0,532.0,1011.0,1589.0,0.0,0.0,both
682,135148,73174.953133,,BERKSHIRE Q,BERKSHIRE Q,1297.0,472.0,246.0,758.0,0.0,0.0,both
683,089SU,60509.8194421,black,SOUTH HAIRSTON,SOUTH HAIRSTON,2764.0,74.0,1277.0,1367.0,0.0,0.0,both
684,089PH,63450.9241653,black,PANOLA,PANOLA,1165.0,45.0,649.0,698.0,0.0,0.0,both
685,089SK,72872.6533676,black,SHADOW ROCK ELEM,SHADOW ROCK ELEM,3272.0,97.0,1803.0,1919.0,0.0,0.0,both
686,089SP,43995.228424,black,STONE MTN CHAMPION,,,,,,,,left_only
