,DISTRICT,income,race,Precinct Description,Precinct,registered_v,rep_votes,dem_votes,total,rep_p,dem_p,_merge
687,089SQ,64377.0594466,black,STONE MTN LIBRARY ,,,,,,,,left_only
688,12108H,226996.999074,white,08H,08H,2130.0,861.0,498.0,1363.0,0.0,0.0,both
689,13557,68527.5590905,,DULUTH D,DULUTH D,3211.0,633.0,690.0,1383.0,0.0,0.0,both
690,13582,68022.5747984,,DULUTH E,DULUTH E,3578.0,527.0,783.0,1339.0,0.0,0.0,both
691,13556,60812.2880176,,DULUTH C,DULUTH C,1844.0,495.0,368.0,903.0,0.0,0.0,both
692,121JC11,122981.463271,white,JC11,JC11,2713.0,919.0,394.0,1340.0,0.0,0.0,both
693,121JC09,120359.978589,white,JC09,JC09,2396.0,603.0,478.0,1101.0,0.0,0.0,both
694,121JC07,126839.488816,white,JC07,JC07,3223.0,872.0,567.0,1467.0,0.0,0.0,both
695,121AP12C,85109.9573477,,AP12C,AP12C,912.0,292.0,152.0,451.0,0.0,0.0,both
696,089SN,75154.0001454,white,SHAMROCK,SHAMROCK,1352.0,311.0,502.0,833.0,0.0,0.0,both
697,089ND,110455.999955,white,NORTHLAKE,NORTHLAKE,1244.0,335.0,435.0,793.0,0.0,0.0,both
698,089BD,155996.999767,white,BRIARLAKE ELEM,BRIARLAKE ELEM,1484.0,475.0,461.0,962.0,0.0,0.0,both
699,089RD,97723.8880976,white,REHOBOTH,REHOBOTH,1754.0,367.0,626.0,1027.0,0.0,0.0,both
700,089WI,56205.1077989,,WARREN TECH,WARREN TECH,1728.0,370.0,462.0,861.0,0.0,0.0,both
701,13565,58383.6657037,,BERKSHIRE H,BERKSHIRE H,1246.0,245.0,271.0,529.0,0.0,0.0,both
702,135123,43085.6810829,hispanic,PINCKNEYVILLE Y,PINCKNEYVILLE Y,2066.0,174.0,564.0,749.0,0.0,0.0,both
703,13523,44776.1697722,,PINCKNEYVILLE D,PINCKNEYVILLE D,1402.0,121.0,355.0,482.0,0.0,0.0,both
704,13558,49756.4892071,,PINCKNEYVILLE K,PINCKNEYVILLE K,2461.0,241.0,605.0,868.0,0.0,0.0,both
705,13550,61858.2203188,,PINCKNEYVILLE I,PINCKNEYVILLE I,1627.0,229.0,495.0,740.0,0.0,0.0,both
706,089WL,126049.575239,white,WINTERS CHAPEL,WINTERS CHAPEL,1220.0,449.0,303.0,782.0,0.0,0.0,both
707,135101,62044.1526814,,PINCKNEYVILLE U,PINCKNEYVILLE U,1351.0,425.0,372.0,816.0,0.0,0.0,both
708,089MW,94871.7683969,white,MIDVALE ROAD,MIDVALE ROAD,2372.0,533.0,754.0,1320.0,0.0,0.0,both
709,089HC,86202.9956996,white,HENDERSON MILL ELEM,HENDERSON MILL ELEM,2456.0,656.0,754.0,1440.0,0.0,0.0,both
710,089MK,82430.2820955,white,MONTREAL,MONTREAL,1344.0,252.0,445.0,715.0,0.0,0.0,both
711,089JB,43895.1366532,black,JOLLY ELEM,JOLLY ELEM,2175.0,82.0,682.0,774.0,0.0,0.0,both
712,089IA,62406.8975829,black,IDLEWOOD ELEM,IDLEWOOD ELEM,1836.0,211.0,642.0,865.0,0.0,0.0,both
713,089BH,70612.1762036,,BROCKETT,BROCKETT,2027.0,479.0,605.0,1112.0,0.0,0.0,both
714,089WJ,91628.9954277,,WOODWARD,,,,,,,,left_only
715,089CO,103435.932886,,CROSS KEYS HIGH,CROSS KEYS HIGH,1726.0,335.0,375.0,728.0,0.0,0.0,both
716,089HI,84529.649367,white,HARRIS-MARGARET HARRIS ED,HARRIS-MARGARET HARRIS ED,1924.0,215.0,579.0,815.0,0.0,0.0,both
717,089BG,82487.2273616,white,BRIARCLIFF,BRIARCLIFF,2402.0,558.0,704.0,1286.0,0.0,0.0,both
718,089MJ,53960.4135568,hispanic,MONTCLAIR ELEM,MONTCLAIR ELEM,1399.0,76.0,410.0,497.0,0.0,0.0,both
719,089BE,83551.484499,hispanic,BRIARWOOD,BRIARWOOD,1845.0,367.0,419.0,811.0,0.0,0.0,both
720,089BI,123167.521961,white,BROOKHAVEN,BROOKHAVEN,2552.0,671.0,544.0,1261.0,0.0,0.0,both
721,089SE,120886.597542,white,SILVER LAKE,SILVER LAKE,3464.0,1009.0,674.0,1726.0,0.0,0.0,both
722,089SF,101731.994626,,SKYLAND,SKYLAND,1642.0,457.0,394.0,886.0,0.0,0.0,both
723,089AB,121469.258963,white,ASHFORD PARK ELEM,ASHFORD PARK ELEM,2042.0,734.0,445.0,1224.0,0.0,0.0,both
724,089OA,102700.673396,white,OAK GROVE ELEM,OAK GROVE ELEM,1874.0,531.0,599.0,1159.0,0.0,0.0,both
725,089CW,88732.4900975,white,CORALWOOD,CORALWOOD,2693.0,646.0,1034.0,1719.0,0.0,0.0,both
726,089SA,152270.048599,white,SAGAMORE HILLS ELEM,SAGAMORE HILLS ELEM,2535.0,752.0,946.0,1734.0,0.0,0.0,both
727,089LA,127376.406513,white,LAKESIDE HIGH,LAKESIDE HIGH,2669.0,824.0,887.0,1750.0,0.0,0.0,both
728,089DC,54242.2244947,hispanic,DRESDEN ELEM,DRESDEN ELEM,2586.0,331.0,716.0,1085.0,0.0,0.0,both
729,089HB,89142.956877,white,HAWTHORNE ELEM,HAWTHORNE ELEM,3335.0,591.0,1019.0,1646.0,0.0,0.0,both
730,089CL,57071.1882567,black,CLIFTON,,,,,,,,left_only
731,089CR,60412.9860109,black,CEDAR GROVE MIDDLE,CEDAR GROVE MIDDLE,1377.0,19.0,577.0,600.0,0.0,0.0,both
732,089FJ,49299.9421385,black,FLAT SHOALS,FLAT SHOALS,1666.0,26.0,764.0,799.0,0.0,0.0,both
733,089FC,40205.6109299,black,FLAT SHOALS ELEM,FLAT SHOALS ELEM,1743.0,28.0,804.0,843.0,0.0,0.0,both
734,089MP,63298.9618907,black,MCNAIR ACADEMY,MCNAIR ACADEMY,1545.0,35.0,755.0,800.0,0.0,0.0,both
735,089EA,79382.0158026,black,EAST LAKE,,,,,,,,left_only
736,089MD,60027.4694929,black,MCNAIR,,,,,,,,left_only
737,089OK,106164.804212,white,OAKHURST,OAKHURST,2499.0,178.0,1370.0,1572.0,0.0,0.0,both
738,089RN,106721.992146,white,RENFROE MIDDLE,RENFROE MIDDLE,1354.0,104.0,784.0,908.0,0.0,0.0,both
739,089PG,91336.453884,white,PONCE DE LEON,PONCE DE LEON,1988.0,189.0,936.0,1149.0,0.0,0.0,both
740,089CV,94575.0664381,white,CLAIREMONT EAST,CLAIREMONT EAST,2536.0,363.0,1296.0,1703.0,0.0,0.0,both
741,089WF,107682.555416,white,WINNONA PARK ELEM,WINNONA PARK ELEM,1735.0,152.0,1013.0,1180.0,0.0,0.0,both
742,089GA,109095.808889,white,GLENNWOOD,GLENNWOOD,1706.0,151.0,816.0,986.0,0.0,0.0,both
743,089CI,109860.295873,white,CLAIREMONT WEST,CLAIREMONT WEST,2786.0,375.0,1415.0,1837.0,0.0,0.0,both
744,12112M,32997.0398197,black,12M,12M,230.0,1.0,109.0,110.0,0.0,0.0,both
745,12112J,32930.0000227,black,12J,12J,2093.0,22.0,788.0,814.0,0.0,0.0,both
746,12112H,32339.3658542,black,12H,12H,2829.0,32.0,1034.0,1072.0,0.0,0.0,both
747,063FP2,36140.1578396,black,FOREST PARK 2,FOREST PARK 2,1815.0,155.0,629.0,798.0,0.0,0.0,both
748,12112T,32949.4699222,black,12T,12T,1807.0,10.0,723.0,738.0,0.0,0.0,both
749,063MO2,47053.9136763,black,MORROW 2,MORROW 2,1475.0,274.0,418.0,706.0,0.0,0.0,both
750,063MO7,46943.0012069,black,MORROW 7,MORROW 7,1452.0,137.0,487.0,635.0,0.0,0.0,both
751,089GB,51183.999986,black,GLENHAVEN,GLENHAVEN,1275.0,80.0,559.0,646.0,0.0,0.0,both
752,089AI,86539.3731549,white,AVONDALE HIGH,AVONDALE HIGH,2640.0,220.0,1243.0,1494.0,0.0,0.0,both
753,089AE,74514.5410651,white,AVONDALE,AVONDALE,2218.0,525.0,1018.0,1580.0,0.0,0.0,both
754,089MO,55244.8169723,black,MIDWAY,,,,,,,,left_only
755,089CU,45725.1472133,black,COVINGTON,COVINGTON,1907.0,86.0,579.0,684.0,0.0,0.0,both
756,089NB,57972.1051015,,NORTH DECATUR,NORTH DECATUR,1342.0,119.0,471.0,607.0,0.0,0.0,both
757,089ME,47316.0000925,,MCLENDON,MCLENDON,1857.0,167.0,674.0,867.0,0.0,0.0,both
758,063LC1,50361.1557331,,LAKE CITY,LAKE CITY,2027.0,126.0,654.0,799.0,0.0,0.0,both
759,063MO4,47832.7742799,black,MORROW 4,MORROW 4,1464.0,161.0,480.0,656.0,0.0,0.0,both
760,063MO9,44338.0001804,black,MORROW 9,MORROW 9,1030.0,89.0,431.0,532.0,0.0,0.0,both
761,063MO6,58798.2297341,black,MORROW 6,MORROW 6,1994.0,193.0,797.0,1004.0,0.0,0.0,both
762,063MO3,50130.6568649,,MORROW 3,MORROW 3,3265.0,238.0,1208.0,1470.0,0.0,0.0,both
763,089PA,45137.9976276,black,PEACHCREST,,,,,,,,left_only
764,089MR,59521.993967,black,MATHIS-BOB MATHIS ELEM,MATHIS-BOB MATHIS ELEM,2343.0,81.0,1381.0,1476.0,0.0,0.0,both
765,089RA,56147.2972574,black,RAINBOW ELEM,RAINBOW ELEM,2974.0,75.0,1624.0,1709.0,0.0,0.0,both
766,089KC,56502.0000084,black,KELLEY CHAPEL ROAD,KELLEY CHAPEL ROAD,1087.0,28.0,670.0,700.0,0.0,0.0,both
767,089CA,49146.9999949,black,COLUMBIA DRIVE,COLUMBIA DRIVE,1862.0,40.0,831.0,873.0,0.0,0.0,both
768,089AF,42576.6152659,black,AUSTIN DRIVE,AUSTIN DRIVE,1860.0,41.0,748.0,801.0,0.0,0.0,both
769,089CB,44949.8348805,black,CANBY LANE ELEM,CANBY LANE ELEM,1531.0,30.0,805.0,843.0,0.0,0.0,both
770,089SR,44471.7333448,black,SNAPFINGER ROAD N,,,,,,,,left_only
771,089GF,46753.2187242,black,GLENWOOD ROAD,GLENWOOD ROAD,1528.0,46.0,603.0,660.0,0.0,0.0,both
772,063MO1,40974.4173442,,MORROW 1,MORROW 1,2104.0,112.0,877.0,1003.0,0.0,0.0,both
773,089BL,67348.9990567,black,BOULDERCREST ROAD,,,,,,,,left_only
774,063EW1,56862.2945303,black,ELLENWOOD,ELLENWOOD,4329.0,171.0,2284.0,2485.0,0.0,0.0,both
775,089CS,65998.398768,black,CEDAR GROVE SOUTH,CEDAR GROVE SOUTH,2920.0,78.0,1631.0,1720.0,0.0,0.0,both
776,089CD,67577.9549057,black,CEDAR GROVE ELEM,CEDAR GROVE ELEM,3189.0,58.0,1718.0,1786.0,0.0,0.0,both
777,12112F,38291.6535249,black,12F,12F,709.0,3.0,267.0,276.0,0.0,0.0,both
778,12104V,24285.8435641,black,04V,04V,2123.0,13.0,671.0,689.0,0.0,0.0,both
779,12104I,53217.466991,black,04I,04I,2039.0,33.0,310.0,349.0,0.0,0.0,both
780,12101F,25282.0000225,black,01F,01F,960.0,5.0,255.0,264.0,0.0,0.0,both
781,12101G,44017.9664044,black,01G,01G,1578.0,35.0,605.0,652.0,0.0,0.0,both
782,12101D,52036.5347394,black,01D,01D,825.0,27.0,378.0,407.0,0.0,0.0,both
783,12101H,24479.6984578,black,01H,01H,626.0,4.0,216.0,220.0,0.0,0.0,both
784,12105B,37228.5098978,black,05B,05B,1372.0,19.0,470.0,502.0,0.0,0.0,both
785,12101S,36673.1016468,black,01S,01S,1360.0,10.0,545.0,558.0,0.0,0.0,both
786,12101C2,35120.0000431,black,01C2,,,,,,,,left_only
787,12101T,55133.2093864,,01T,01T,1145.0,43.0,386.0,442.0,0.0,0.0,both
788,12101P,39242.6726698,black,01P,01P,977.0,7.0,421.0,431.0,0.0,0.0,both
789,12101R,20891.6639949,black,01R,01R,1129.0,4.0,348.0,354.0,0.0,0.0,both
790,12101E,90784.1397842,white,01E,01E,2288.0,206.0,1098.0,1332.0,0.0,0.0,both
791,12101A,92952.9622934,white,01A,01A,2625.0,119.0,1235.0,1381.0,0.0,0.0,both
792,12105A1,39463.2967499,black,05A1,05A1,1966.0,87.0,812.0,922.0,0.0,0.0,both
793,12101B,80095.1839086,,01B,01B,3124.0,217.0,1494.0,1753.0,0.0,0.0,both
794,089KA,41734.4224844,black,KELLEY LAKE ELEM,KELLEY LAKE ELEM,2307.0,45.0,1046.0,1099.0,0.0,0.0,both
795,089CQ,48441.992136,black,CANDLER,CANDLER,2530.0,43.0,885.0,946.0,0.0,0.0,both
796,089CN,56069.8578966,white,COAN MIDDLE,COAN MIDDLE,2853.0,112.0,1153.0,1293.0,0.0,0.0,both
797,089EE,64047.6932682,white,EPWORTH,EPWORTH,3353.0,443.0,2569.0,3066.0,0.0,0.0,both
798,089LE,59997.6991367,white,LIN-MARY LIN ELEM,LIN-MARY LIN ELEM,2567.0,68.0,271.0,349.0,0.0,0.0,both
799,089BB,52449.3895367,white,BOULEVARD,BOULEVARD,3572.0,189.0,1712.0,1948.0,0.0,0.0,both
800,089ML,53920.7683813,black,MEADOWVIEW,,,,,,,,left_only
801,089GC,55032.6402231,black,GRESHAM ROAD,GRESHAM ROAD,2426.0,63.0,1124.0,1206.0,0.0,0.0,both
802,089BR,56858.983108,white,BURGESS ELEM,BURGESS ELEM,2333.0,98.0,1092.0,1212.0,0.0,0.0,both
803,089MT,55994.556887,white,METROPOLITAN,METROPOLITAN,2289.0,79.0,1038.0,1150.0,0.0,0.0,both
804,089PN,49885.9618547,black,PINEY GROVE,PINEY GROVE,1378.0,22.0,507.0,541.0,0.0,0.0,both
805,089TA,49803.0111423,black,TERRY MILL,,,,,,,,left_only
806,12102G,59375.0279533,black,02G,02G,2584.0,139.0,980.0,1140.0,0.0,0.0,both
807,12102D,51385.098194,black,02D,02D,2986.0,116.0,1085.0,1219.0,0.0,0.0,both
808,12102F2,27533.0,hispanic,02F2,02F2,552.0,17.0,177.0,201.0,0.0,0.0,both
809,12102J,27533.0003873,hispanic,02J,02J,1885.0,132.0,712.0,864.0,0.0,0.0,both
810,12106G,27533.0,hispanic,06G,06G,400.0,36.0,165.0,204.0,0.0,0.0,both
811,12106B,75487.0,white,06B,06B,1566.0,158.0,580.0,753.0,0.0,0.0,both
812,12102E,25350.6313556,black,02E,02E,1657.0,102.0,847.0,973.0,0.0,0.0,both
813,12102F1,42909.2731933,white,02F1,02F1,2350.0,163.0,891.0,1077.0,0.0,0.0,both
814,12106F,58946.758234,white,06F,06F,2362.0,273.0,854.0,1144.0,0.0,0.0,both
815,12106L1,87765.9992351,white,06L1,06L1,796.0,132.0,377.0,512.0,0.0,0.0,both
816,121RW17,100437.99017,white,RW17,RW17,2352.0,590.0,567.0,1181.0,0.0,0.0,both
817,121RW04,100437.999959,white,RW04,RW04,1592.0,598.0,398.0,1012.0,0.0,0.0,both
818,089KB,131053.188751,white,KINGSLEY ELEM,KINGSLEY ELEM,2139.0,972.0,434.0,1446.0,0.0,0.0,both
819,121SS01,136488.870001,white,SS01,SS01,2597.0,1160.0,502.0,1676.0,0.0,0.0,both
820,121RW20,141846.704718,white,RW20,RW20,2187.0,813.0,447.0,1276.0,0.0,0.0,both
821,121RW21A,163434.327627,white,RW21A,RW21A,2760.0,1086.0,445.0,1555.0,0.0,0.0,both
822,121RW22A,96248.0087598,white,RW22A,RW22A,3327.0,629.0,658.0,1313.0,0.0,0.0,both
823,121RW07A,45163.0000085,hispanic,RW07A,RW07A,1122.0,48.0,267.0,321.0,0.0,0.0,both
824,089DA,51380.957949,,DORAVILLE NORTH,DORAVILLE NORTH,2067.0,282.0,512.0,817.0,0.0,0.0,both
825,089OB,48825.9669156,hispanic,OAKCLIFF ELEM,OAKCLIFF ELEM,1301.0,197.0,319.0,538.0,0.0,0.0,both
826,089NF,68242.5858185,,NORTH PEACHTREE,NORTH PEACHTREE,1469.0,295.0,369.0,681.0,0.0,0.0,both
827,13537,49915.3815158,,PINCKNEYVILLE E,PINCKNEYVILLE E,1109.0,132.0,342.0,485.0,0.0,0.0,both
828,089EC,72769.8156416,,EMBRY HILLS,EMBRY HILLS,1633.0,437.0,508.0,982.0,0.0,0.0,both
829,089PF,42765.322967,,PLEASANTDALE ROAD,,,,,,,,left_only
830,121SS25,240757.812902,white,SS25,SS25,1321.0,516.0,242.0,767.0,0.0,0.0,both
831,13573,89159.9742188,white,PINCKNEYVILLE P,PINCKNEYVILLE P,1447.0,535.0,378.0,942.0,0.0,0.0,both
832,135126,157289.26475,white,PINCKNEYVILLE A1,PINCKNEYVILLE A1,2239.0,1016.0,410.0,1485.0,0.0,0.0,both
833,121RW21B,215870.515805,white,RW21B,RW21B,4.0,1.0,4.0,5.0,0.0,0.0,both
834,121JC19,116523.586226,white,JC19,JC19,3161.0,995.0,681.0,1711.0,0.0,0.0,both
835,121JC13A,215884.83114,white,JC13A,JC13A,1902.0,880.0,215.0,1105.0,0.0,0.0,both
836,13522,112593.361519,white,PINCKNEYVILLE C,PINCKNEYVILLE C,1357.0,515.0,341.0,885.0,0.0,0.0,both
837,135125,157519.000127,white,PINCKNEYVILLE Z,PINCKNEYVILLE Z,1549.0,790.0,254.0,1074.0,0.0,0.0,both
838,13562,158449.136342,white,PINCKNEYVILLE L,PINCKNEYVILLE L,1990.0,923.0,361.0,1325.0,0.0,0.0,both
839,121JC13B,215885.0,white,JC13B,JC13B,276.0,151.0,12.0,163.0,0.0,0.0,both
840,13563,174588.43018,white,PINCKNEYVILLE M,PINCKNEYVILLE M,2162.0,1015.0,325.0,1377.0,0.0,0.0,both
841,13521,48705.2491376,hispanic,PINCKNEYVILLE B,PINCKNEYVILLE B,2221.0,237.0,479.0,742.0,0.0,0.0,both
842,13551,41192.3195348,hispanic,PINCKNEYVILLE J,PINCKNEYVILLE J,1747.0,111.0,408.0,536.0,0.0,0.0,both
843,135113,58325.9909451,,PINCKNEYVILLE V,PINCKNEYVILLE V,1209.0,234.0,279.0,527.0,0.0,0.0,both
844,135114,68796.7918856,,PINCKNEYVILLE W,PINCKNEYVILLE W,2695.0,653.0,547.0,1239.0,0.0,0.0,both
845,13520,48121.3441719,hispanic,PINKCNEYVILLE A,,,,,,,,left_only
846,13587,73037.8726623,,PINCKNEYVILLE S,PINCKNEYVILLE S,2084.0,453.0,470.0,954.0,0.0,0.0,both
847,089EF,77401.9394479,white,EVANSDALE ELEM,EVANSDALE ELEM,2329.0,525.0,699.0,1260.0,0.0,0.0,both
848,089MH,99403.6207026,white,MIDVALE ELEM,MIDVALE ELEM,1725.0,675.0,474.0,1179.0,0.0,0.0,both
849,089TH,86583.1318894,white,TUCKER LIBRARY,TUCKER LIBRARY,2078.0,499.0,639.0,1151.0,0.0,0.0,both
850,089LV,96227.6770666,white,LIVSEY ELEM,LIVSEY ELEM,1235.0,424.0,373.0,822.0,0.0,0.0,both
851,089DB,50535.0285842,,DORAVILLE SOUTH,DORAVILLE SOUTH,950.0,165.0,284.0,473.0,0.0,0.0,both
852,121JC18A,98820.6053867,white,JC18A,JC18A,2422.0,895.0,414.0,1327.0,0.0,0.0,both
853,121JC18B,117149.0,white,JC18B,JC18B,186.0,72.0,43.0,116.0,0.0,0.0,both
854,121JC17,117142.980528,white,JC17,JC17,280.0,80.0,58.0,139.0,0.0,0.0,both
855,121AP01C,111815.650764,white,AP01C,AP01C,1900.0,639.0,299.0,953.0,0.0,0.0,both
856,121JC16,117148.995231,white,JC16,JC16,1687.0,507.0,318.0,846.0,0.0,0.0,both
857,121AP01A,116185.023555,white,AP01A,AP01A,1755.0,578.0,240.0,828.0,0.0,0.0,both
858,121AP13,140031.290537,white,AP13,AP13,2168.0,609.0,333.0,956.0,0.0,0.0,both
859,121AP12A,97284.0001583,,AP12A,AP12A,537.0,98.0,126.0,231.0,0.0,0.0,both
860,121JC14,215884.999136,white,JC14,JC14,2061.0,750.0,286.0,1048.0,0.0,0.0,both
861,121AP14,118228.333247,white,AP14,AP14,2605.0,897.0,425.0,1355.0,0.0,0.0,both
862,121JC15,127036.418003,white,JC15,JC15,618.0,128.0,127.0,265.0,0.0,0.0,both
863,121JC10,111750.530237,white,JC10,JC10,1943.0,483.0,400.0,912.0,0.0,0.0,both
864,089AG,138754.283642,white,ASHFORD DUNWOODY RD,ASHFORD DUNWOODY RD,2437.0,832.0,630.0,1496.0,0.0,0.0,both
865,089AH,94373.329923,white,ASHFORD PARKSIDE,ASHFORD PARKSIDE,2526.0,743.0,544.0,1318.0,0.0,0.0,both
866,089MU,59718.1137412,white,MONTGOMERY ELEM ,,,,,,,,left_only
867,089KG,64576.1341072,white,KITTREDGE ELEM,KITTREDGE ELEM,1874.0,642.0,484.0,1171.0,0.0,0.0,both
868,089GD,93518.2565336,white,GEORGETOWN SQ,,,,,,,,left_only
869,089DF,103704.870622,,DUNWOODY,DUNWOODY,2627.0,555.0,487.0,1072.0,0.0,0.0,both
870,089MS,135705.256782,white,MOUNT VERNON WEST,,,,,,,,left_only
871,12107F,120758.606402,white,07F,07F,2411.0,614.0,556.0,1186.0,0.0,0.0,both
872,12107D,131764.348369,white,07D,07D,3231.0,642.0,580.0,1245.0,0.0,0.0,both
873,12107N,52523.0003284,,07N,07N,1518.0,108.0,350.0,475.0,0.0,0.0,both
874,12107M,77244.3317819,,07M,07M,1856.0,292.0,372.0,677.0,0.0,0.0,both
875,12107E,126115.024592,white,07E,07E,1662.0,296.0,501.0,804.0,0.0,0.0,both
876,12107A,157276.007275,white,07A,07A,4524.0,1217.0,952.0,2193.0,0.0,0.0,both
877,12107C,176043.722072,white,07C,07C,3220.0,885.0,676.0,1575.0,0.0,0.0,both
878,12107B,199294.36658,white,07B,07B,2526.0,1063.0,444.0,1522.0,0.0,0.0,both
879,089MZ,39873.7680554,black,MILLER GROVE HIGH,MILLER GROVE HIGH,2300.0,35.0,1272.0,1322.0,0.0,0.0,both
880,089RL,55589.406838,black,ROCK CHAPEL ROAD,ROCK CHAPEL ROAD,2606.0,125.0,1317.0,1446.0,0.0,0.0,both
881,089RF,69754.00005,black,ROCK CHAPEL ELEM,ROCK CHAPEL ELEM,2090.0,40.0,1025.0,1072.0,0.0,0.0,both
882,089RI,76356.9663357,black,ROCKBRIDGE ROAD,ROCKBRIDGE ROAD,2783.0,87.0,1605.0,1700.0,0.0,0.0,both
883,135122,66881.53564,black,ROCKBRIDGE G,ROCKBRIDGE G,3798.0,497.0,1432.0,1965.0,0.0,0.0,both
884,13529,105833.146071,white,CATES B,CATES B,1333.0,560.0,215.0,807.0,0.0,0.0,both
885,13579,105832.992696,white,CATES K,CATES K,2096.0,780.0,342.0,1164.0,0.0,0.0,both
886,135139,60154.2597737,,MARTINS K,MARTINS K,3460.0,410.0,1056.0,1507.0,0.0,0.0,both
887,135115,62549.6379779,,MARTINS H,MARTINS H,3247.0,626.0,825.0,1479.0,0.0,0.0,both
888,13568,104667.072613,white,CATES I,CATES I,2794.0,908.0,544.0,1479.0,0.0,0.0,both
889,13593,115555.99355,white,CATES M,CATES M,3403.0,1317.0,537.0,1909.0,0.0,0.0,both
890,135127,60407.0102112,,LAWRENCEVILLE J,LAWRENCEVILLE J,1550.0,326.0,375.0,726.0,0.0,0.0,both
891,13518,59237.7297579,,MARTINS B,MARTINS B,2180.0,413.0,539.0,975.0,0.0,0.0,both
892,13569,103561.424641,white,CATES J,CATES J,2420.0,724.0,555.0,1326.0,0.0,0.0,both
893,13536,101285.282677,white,CATES E,CATES E,2232.0,865.0,491.0,1399.0,0.0,0.0,both
894,135107,105700.685053,white,CATES O,CATES O,1138.0,374.0,217.0,610.0,0.0,0.0,both
895,13535,95189.7064185,white,CATES D,CATES D,2492.0,848.0,492.0,1385.0,0.0,0.0,both
896,13544,69315.1544263,black,ROCKBRIDGE B,ROCKBRIDGE B,2895.0,495.0,915.0,1440.0,0.0,0.0,both
897,13553,55325.4170542,black,CATES H,CATES H,2612.0,506.0,701.0,1238.0,0.0,0.0,both
898,13546,112113.957655,white,CATES F,CATES F,1459.0,613.0,235.0,869.0,0.0,0.0,both
899,13547,112113.999945,white,CATES G,CATES G,2390.0,1097.0,325.0,1451.0,0.0,0.0,both
900,135143,79124.9828859,,LAWRENCEVILLE L,LAWRENCEVILLE L,3622.0,963.0,833.0,1824.0,0.0,0.0,both
901,13561,53880.4268808,,LAWRENCEVILLE E,LAWRENCEVILLE E,1789.0,636.0,339.0,1007.0,0.0,0.0,both
902,135153,65770.3293267,,LAWRENCEVILLE N,LAWRENCEVILLE N,1700.0,426.0,344.0,793.0,0.0,0.0,both
903,13516,84147.2609054,,LAWRENCEVILLE B,LAWRENCEVILLE B,3360.0,668.0,995.0,1699.0,0.0,0.0,both
904,13578,80066.6393881,white,BAYCREEK K,BAYCREEK K,2625.0,781.0,563.0,1375.0,0.0,0.0,both
905,13515,54894.2737124,,LAWRENCEVILLE A,LAWRENCEVILLE A,2697.0,647.0,475.0,1156.0,0.0,0.0,both
906,135110,62952.278405,,MARTINS G,MARTINS G,1571.0,250.0,416.0,688.0,0.0,0.0,both
907,135124,70959.3286338,,GOODWINS G,GOODWINS G,1807.0,285.0,471.0,774.0,0.0,0.0,both
908,135149,93855.9999817,white,GOODWINS I,GOODWINS I,2060.0,755.0,404.0,1199.0,0.0,0.0,both
909,1356,82916.7351706,white,GOODWINS A,GOODWINS A,2879.0,731.0,654.0,1440.0,0.0,0.0,both
910,135128,72928.3511667,white,GOODWINS H,GOODWINS H,2089.0,546.0,454.0,1039.0,0.0,0.0,both
911,13583,83704.7140178,white,GOODWINS D,GOODWINS D,3262.0,886.0,619.0,1563.0,0.0,0.0,both
912,135106,104351.906772,,SUWANEE C,SUWANEE C,3581.0,1147.0,557.0,1764.0,0.0,0.0,both
913,135105,111801.874104,white,SUGAR HILL F,SUGAR HILL F,3041.0,927.0,420.0,1393.0,0.0,0.0,both
